algorithm,ari,cost_ratio_vs_kmeans,cost_sse,d,dataset,extra__algorithm,extra__avg_update_ms,extra__beta,extra__c2,extra__chunk_size,extra__coreset_factor,extra__coreset_per_round,extra__cost_is_approx,extra__d,extra__dimension,extra__eps,extra__final_lower_bound,extra__final_summary_size,extra__gamma,extra__levels_used,extra__m_factor,extra__m_summary,extra__max_chunk_summary_size,extra__mode,extra__num_phases,extra__peak_mem_bytes,extra__phase_summaries,extra__points_seen,extra__r,extra__repeat_factor,extra__repetitions,extra__stream_is_single_pass,extra__summary_points,extra__summary_size,extra__throughput_pts_per_sec,k,memory,n,nmi,quality_loss_pct_vs_kmeans,runtime_sec,seed,stream_model,sweep_id
KMeans(sk),1.0,1.0,623552.4375,10.0,high_dim_sparseish,,,,,,,,,,,,,,,,,,,,,6796478.0,,10000.0,,,,,,,223702.63655,8.0,440320.0,10000.0,1.0,0.0,0.0447,211.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.85071,2.33179,1453996.25,10.0,high_dim_sparseish,Ailon2009 tuned (no refinement),529.71299,,,8192.0,1.0,3.0,,,,,,,,,,,24.0,,,22564226.0,,10000.0,,1.0,10.0,,,48.0,9419.44742,8.0,2304.0,10000.0,0.934,133.17946,1.06163,211.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.99068,1.00025,623709.91619,10.0,high_dim_sparseish,,33.2781,,2.0,8192.0,,,0.0,10.0,,2.5,,,,,,,,batch_stream_wrapper,,13525510.0,,10000.0,10.0,,,0.0,,,117496.66308,8.0,1424.0,10000.0,0.98846,0.02525,0.0851,211.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,1.0,1.0,623552.46987,10.0,high_dim_sparseish,,112.97719,,,8192.0,,,,,,,,,,1.0,3.0,32.0,,,,13525776.0,,10000.0,,,,,32.0,,39410.07841,8.0,2816.0,10000.0,1.0,0.0,0.25374,211.0,insertion-only,Kmeans_sweep
[16]Charikar_PLS_KMeans,1.0,1.00083,624074.64215,10.0,high_dim_sparseish,,12.22799,1.5,,8192.0,,,,,10.0,,13214.75987,1583.0,0.25,,,,,,15.0,14461274.0,"[{'phase': 1, 'Li': 45.26699333230439, 'raw_start_index': 0, 'raw_consumed': 2614, 'summary_in_size': 0, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 0.5541807579763197, 'median_limit': 2614, 'cost_limit': 1448.5437866337404, 'winner_processed_items': 2614, 'winner_raw_points_read': 2614, 'winner_num_centers': 2614, 'winner_cost': 0.0, 'num_parallel_runs': 19}, {'phase': 2, 'Li': 67.90048999845658, 'raw_start_index': 2614, 'raw_consumed': 0, 'summary_in_size': 2614, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 0.8312711369644795, 'median_limit': 2614, 'cost_limit': 2172.8156799506105, 'winner_processed_items': 2614, 'winner_raw_points_read': 0, 'winner_num_centers': 2614, 'winner_cost': 0.0, 'num_parallel_runs': 19}, {'phase': 3, 'Li': 101.85073499768487, 'raw_start_index': 2615, 'raw_consumed': 0, 'summary_in_size': 2615, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 1.2469067054467193, 'median_limit': 2614, 'cost_limit': 3259.2235199259158, 'winner_processed_items': 2614, 'winner_raw_points_read': 0, 'winner_num_centers': 2614, 'winner_cost': 0.0, 'num_parallel_runs': 19}, {'phase': 4, 'Li': 152.7761024965273, 'raw_start_index': 2616, 'raw_consumed': 0, 'summary_in_size': 2615, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 1.870360058170079, 'median_limit': 2614, 'cost_limit': 4888.835279888874, 'winner_processed_items': 2614, 'winner_raw_points_read': 0, 'winner_num_centers': 2614, 'winner_cost': 0.0, 'num_parallel_runs': 19}, {'phase': 5, 'Li': 229.16415374479095, 'raw_start_index': 2617, 'raw_consumed': 0, 'summary_in_size': 2615, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 2.8055400872551184, 'median_limit': 2614, 'cost_limit': 7333.25291983331, 'winner_processed_items': 2614, 'winner_raw_points_read': 0, 'winner_num_centers': 2614, 'winner_cost': 0.0, 'num_parallel_runs': 19}, {'phase': 6, 'Li': 343.7462306171864, 'raw_start_index': 2618, 'raw_consumed': 0, 'summary_in_size': 2615, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 4.208310130882677, 'median_limit': 2614, 'cost_limit': 10999.879379749966, 'winner_processed_items': 2614, 'winner_raw_points_read': 0, 'winner_num_centers': 2614, 'winner_cost': 0.0, 'num_parallel_runs': 19}, {'phase': 7, 'Li': 515.6193459257796, 'raw_start_index': 2619, 'raw_consumed': 1, 'summary_in_size': 2615, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 6.312465196324016, 'median_limit': 2614, 'cost_limit': 16499.819069624948, 'winner_processed_items': 2616, 'winner_raw_points_read': 1, 'winner_num_centers': 2614, 'winner_cost': 11.054818315974444, 'num_parallel_runs': 19}, {'phase': 8, 'Li': 773.4290188886694, 'raw_start_index': 2620, 'raw_consumed': 3, 'summary_in_size': 2614, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 9.468697794486024, 'median_limit': 2614, 'cost_limit': 24749.72860443742, 'winner_processed_items': 2617, 'winner_raw_points_read': 3, 'winner_num_centers': 2614, 'winner_cost': 22.061162780739778, 'num_parallel_runs': 19}, {'phase': 9, 'Li': 1160.143528333004, 'raw_start_index': 2623, 'raw_consumed': 25, 'summary_in_size': 2614, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 14.203046691729035, 'median_limit': 2614, 'cost_limit': 37124.59290665613, 'winner_processed_items': 2639, 'winner_raw_points_read': 25, 'winner_num_centers': 2614, 'winner_cost': 240.1213183175053, 'num_parallel_runs': 19}, {'phase': 10, 'Li': 1740.2152924995062, 'raw_start_index': 2648, 'raw_consumed': 116, 'summary_in_size': 2614, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 21.304570037593553, 'median_limit': 2614, 'cost_limit': 55686.8893599842, 'winner_processed_items': 2730, 'winner_raw_points_read': 116, 'winner_num_centers': 2614, 'winner_cost': 1743.1440611723347, 'num_parallel_runs': 19}, {'phase': 11, 'Li': 2610.3229387492593, 'raw_start_index': 2764, 'raw_consumed': 402, 'summary_in_size': 2614, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 31.95685505639033, 'median_limit': 2614, 'cost_limit': 83530.3340399763, 'winner_processed_items': 3016, 'winner_raw_points_read': 402, 'winner_num_centers': 2614, 'winner_cost': 8220.503672931478, 'num_parallel_runs': 19}, {'phase': 12, 'Li': 3915.484408123889, 'raw_start_index': 3166, 'raw_consumed': 1047, 'summary_in_size': 2614, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 47.935282584585494, 'median_limit': 2614, 'cost_limit': 125295.50105996444, 'winner_processed_items': 3661, 'winner_raw_points_read': 1047, 'winner_num_centers': 2614, 'winner_cost': 27155.872021670955, 'num_parallel_runs': 19}, {'phase': 13, 'Li': 5873.226612185834, 'raw_start_index': 4213, 'raw_consumed': 2112, 'summary_in_size': 2614, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 71.90292387687825, 'median_limit': 2614, 'cost_limit': 187943.25158994668, 'winner_processed_items': 4726, 'winner_raw_points_read': 2112, 'winner_num_centers': 2614, 'winner_cost': 62239.90801418904, 'num_parallel_runs': 19}, {'phase': 14, 'Li': 8809.83991827875, 'raw_start_index': 6325, 'raw_consumed': 3537, 'summary_in_size': 2614, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 107.85438581531737, 'median_limit': 2614, 'cost_limit': 281914.87738492, 'winner_processed_items': 6151, 'winner_raw_points_read': 3537, 'winner_num_centers': 2614, 'winner_cost': 114964.68514220096, 'num_parallel_runs': 19}, {'phase': 15, 'Li': 13214.759877418126, 'raw_start_index': 9862, 'raw_consumed': 138, 'summary_in_size': 2614, 'summary_out_size': 1583, 'chunk_size': 8192, 'facility_cost': 161.78157872297606, 'median_limit': 2614, 'cost_limit': 422872.31607738003, 'winner_processed_items': 2752, 'winner_raw_points_read': 138, 'winner_num_centers': 1583, 'winner_cost': 61557.26347393559, 'num_parallel_runs': 19}]",10000.0,,,,,,,81.77956,8.0,139304.0,10000.0,1.0,0.08374,122.27992,211.0,insertion-only,Kmeans_sweep
KMeans(sk),1.0,1.0,2998699.75,25.0,blobs,,,,,,,,,,,,,,,,,,,,,98078077.0,,30000.0,,,,,,,290731.19865,16.0,3121600.0,30000.0,1.0,0.0,0.10318,42.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.90058,2.54087,7619310.0,25.0,blobs,Ailon2009 tuned (no refinement),2861.59939,,,8192.0,1.0,3.0,,,,,,,,,,,48.0,,,114960945.0,,30000.0,,1.0,11.0,,,192.0,2620.55944,16.0,20736.0,30000.0,0.95478,154.08712,11.44793,42.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.88867,1.43686,4308711.91247,25.0,blobs,,35.63514,,2.0,8192.0,,,0.0,25.0,,2.5,,,,,,,,batch_stream_wrapper,,195947790.0,,30000.0,10.0,,,0.0,,,186749.50044,16.0,4968.0,30000.0,0.95021,43.686,0.16064,42.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,1.0,1.0,2998699.88161,25.0,blobs,,184.22897,,,8192.0,,,,,,,,,,1.0,3.0,48.0,,,,195965937.0,,30000.0,,,,,48.0,,38965.35551,16.0,9984.0,30000.0,1.0,0.0,0.76991,42.0,insertion-only,Kmeans_sweep
[16]Charikar_PLS_KMeans,1.0,1.0024,3005924.62665,25.0,blobs,,17.80304,1.5,,8192.0,,,,,25.0,,96770.26955,3318.0,0.25,,,,,,19.0,202617550.0,"[{'phase': 1, 'Li': 65.47858531471441, 'raw_start_index': 0, 'raw_consumed': 5791, 'summary_in_size': 0, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 0.36187361508828486, 'median_limit': 5791, 'cost_limit': 2095.314730070861, 'winner_processed_items': 5791, 'winner_raw_points_read': 5791, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 2, 'Li': 98.21787797207162, 'raw_start_index': 5791, 'raw_consumed': 0, 'summary_in_size': 5791, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 0.5428104226324274, 'median_limit': 5791, 'cost_limit': 3142.972095106292, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 3, 'Li': 147.32681695810743, 'raw_start_index': 5792, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 0.814215633948641, 'median_limit': 5791, 'cost_limit': 4714.458142659438, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 4, 'Li': 220.99022543716114, 'raw_start_index': 5793, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 1.2213234509229616, 'median_limit': 5791, 'cost_limit': 7071.687213989157, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 5, 'Li': 331.4853381557417, 'raw_start_index': 5794, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 1.8319851763844424, 'median_limit': 5791, 'cost_limit': 10607.530820983735, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 6, 'Li': 497.2280072336126, 'raw_start_index': 5795, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 2.7479777645766634, 'median_limit': 5791, 'cost_limit': 15911.296231475602, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 7, 'Li': 745.8420108504189, 'raw_start_index': 5796, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 4.121966646864996, 'median_limit': 5791, 'cost_limit': 23866.944347213404, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 8, 'Li': 1118.7630162756284, 'raw_start_index': 5797, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 6.182949970297494, 'median_limit': 5791, 'cost_limit': 35800.41652082011, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 9, 'Li': 1678.1445244134425, 'raw_start_index': 5798, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 9.27442495544624, 'median_limit': 5791, 'cost_limit': 53700.62478123016, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 10, 'Li': 2517.2167866201635, 'raw_start_index': 5799, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 13.911637433169359, 'median_limit': 5791, 'cost_limit': 80550.93717184523, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 11, 'Li': 3775.825179930245, 'raw_start_index': 5800, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 20.867456149754037, 'median_limit': 5791, 'cost_limit': 120826.40575776785, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 12, 'Li': 5663.737769895368, 'raw_start_index': 5801, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 31.301184224631054, 'median_limit': 5791, 'cost_limit': 181239.60863665177, 'winner_processed_items': 5792, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 22.737566902761955, 'num_parallel_runs': 21}, {'phase': 13, 'Li': 8495.606654843052, 'raw_start_index': 5802, 'raw_consumed': 4, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 46.95177633694659, 'median_limit': 5791, 'cost_limit': 271859.41295497766, 'winner_processed_items': 5796, 'winner_raw_points_read': 4, 'winner_num_centers': 5791, 'winner_cost': 207.672344853838, 'num_parallel_runs': 21}, {'phase': 14, 'Li': 12743.409982264577, 'raw_start_index': 5806, 'raw_consumed': 107, 'summary_in_size': 5791, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 70.42766450541987, 'median_limit': 5791, 'cost_limit': 407789.11943246645, 'winner_processed_items': 5898, 'winner_raw_points_read': 107, 'winner_num_centers': 5791, 'winner_cost': 6116.9757494507185, 'num_parallel_runs': 21}, {'phase': 15, 'Li': 19115.114973396863, 'raw_start_index': 5913, 'raw_consumed': 1010, 'summary_in_size': 5791, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 105.64149675812979, 'median_limit': 5791, 'cost_limit': 611683.6791486996, 'winner_processed_items': 6801, 'winner_raw_points_read': 1010, 'winner_num_centers': 5791, 'winner_cost': 77299.84605117179, 'num_parallel_runs': 21}, {'phase': 16, 'Li': 28672.672460095295, 'raw_start_index': 6923, 'raw_consumed': 3308, 'summary_in_size': 5791, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 158.46224513719469, 'median_limit': 5791, 'cost_limit': 917525.5187230494, 'winner_processed_items': 9099, 'winner_raw_points_read': 3308, 'winner_num_centers': 5791, 'winner_cost': 293132.13641315175, 'num_parallel_runs': 21}, {'phase': 17, 'Li': 43009.008690142946, 'raw_start_index': 10231, 'raw_consumed': 6650, 'summary_in_size': 5791, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 237.69336770579207, 'median_limit': 5791, 'cost_limit': 1376288.2780845743, 'winner_processed_items': 12441, 'winner_raw_points_read': 6650, 'winner_num_centers': 5791, 'winner_cost': 615060.6924048101, 'num_parallel_runs': 21}, {'phase': 18, 'Li': 64513.51303521442, 'raw_start_index': 16881, 'raw_consumed': 11211, 'summary_in_size': 5791, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 356.5400515586881, 'median_limit': 5791, 'cost_limit': 2064432.4171268614, 'winner_processed_items': 17002, 'winner_raw_points_read': 11211, 'winner_num_centers': 5791, 'winner_cost': 1056225.187086235, 'num_parallel_runs': 21}, {'phase': 19, 'Li': 96770.26955282163, 'raw_start_index': 28092, 'raw_consumed': 1908, 'summary_in_size': 5791, 'summary_out_size': 3318, 'chunk_size': 8192, 'facility_cost': 534.8100773380321, 'median_limit': 5791, 'cost_limit': 3096648.625690292, 'winner_processed_items': 7699, 'winner_raw_points_read': 1908, 'winner_num_centers': 3318, 'winner_cost': 558573.4844206274, 'num_parallel_runs': 21}]",30000.0,,,,,,,56.17016,16.0,690144.0,30000.0,1.0,0.24093,534.09137,42.0,insertion-only,Kmeans_sweep
KMeans(sk),1.0,1.0,2998699.75,25.0,blobs,,,,,,,,,,,,,,,,,,,,,98077693.0,,30000.0,,,,,,,122247.39612,16.0,3121600.0,30000.0,1.0,0.0,0.2454,77.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.757,3.67357,11015944.0,25.0,blobs,Ailon2009 tuned (no refinement),3023.85472,,,8192.0,1.0,3.0,,,,,,,,,,,48.0,,,114960894.0,,30000.0,,1.0,11.0,,,192.0,2479.84085,16.0,20736.0,30000.0,0.87131,267.35735,12.09755,77.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.9035,1.49359,4478829.51501,25.0,blobs,,36.60397,,2.0,8192.0,,,0.0,25.0,,2.5,,,,,,,,batch_stream_wrapper,,195946767.0,,30000.0,10.0,,,0.0,,,183784.67786,16.0,4968.0,30000.0,0.96045,49.35905,0.16323,77.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,1.0,1.0,2998699.88161,25.0,blobs,,153.12645,,,8192.0,,,,,,,,,,1.0,3.0,48.0,,,,195965159.0,,30000.0,,,,,48.0,,46220.2255,16.0,9984.0,30000.0,1.0,0.0,0.64906,77.0,insertion-only,Kmeans_sweep
[16]Charikar_PLS_KMeans,1.0,1.00268,3006752.08714,25.0,blobs,,12.422,1.5,,8192.0,,,,,25.0,,96770.26955,3304.0,0.25,,,,,,19.0,202614404.0,"[{'phase': 1, 'Li': 65.47858531471441, 'raw_start_index': 0, 'raw_consumed': 5791, 'summary_in_size': 0, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 0.36187361508828486, 'median_limit': 5791, 'cost_limit': 2095.314730070861, 'winner_processed_items': 5791, 'winner_raw_points_read': 5791, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 2, 'Li': 98.21787797207162, 'raw_start_index': 5791, 'raw_consumed': 0, 'summary_in_size': 5791, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 0.5428104226324274, 'median_limit': 5791, 'cost_limit': 3142.972095106292, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 3, 'Li': 147.32681695810743, 'raw_start_index': 5792, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 0.814215633948641, 'median_limit': 5791, 'cost_limit': 4714.458142659438, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 4, 'Li': 220.99022543716114, 'raw_start_index': 5793, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 1.2213234509229616, 'median_limit': 5791, 'cost_limit': 7071.687213989157, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 5, 'Li': 331.4853381557417, 'raw_start_index': 5794, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 1.8319851763844424, 'median_limit': 5791, 'cost_limit': 10607.530820983735, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 6, 'Li': 497.2280072336126, 'raw_start_index': 5795, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 2.7479777645766634, 'median_limit': 5791, 'cost_limit': 15911.296231475602, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 7, 'Li': 745.8420108504189, 'raw_start_index': 5796, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 4.121966646864996, 'median_limit': 5791, 'cost_limit': 23866.944347213404, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 8, 'Li': 1118.7630162756284, 'raw_start_index': 5797, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 6.182949970297494, 'median_limit': 5791, 'cost_limit': 35800.41652082011, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 9, 'Li': 1678.1445244134425, 'raw_start_index': 5798, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 9.27442495544624, 'median_limit': 5791, 'cost_limit': 53700.62478123016, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 10, 'Li': 2517.2167866201635, 'raw_start_index': 5799, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 13.911637433169359, 'median_limit': 5791, 'cost_limit': 80550.93717184523, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 11, 'Li': 3775.825179930245, 'raw_start_index': 5800, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 20.867456149754037, 'median_limit': 5791, 'cost_limit': 120826.40575776785, 'winner_processed_items': 5791, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 0.0, 'num_parallel_runs': 21}, {'phase': 12, 'Li': 5663.737769895368, 'raw_start_index': 5801, 'raw_consumed': 0, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 31.301184224631054, 'median_limit': 5791, 'cost_limit': 181239.60863665177, 'winner_processed_items': 5792, 'winner_raw_points_read': 0, 'winner_num_centers': 5791, 'winner_cost': 22.737566902761955, 'num_parallel_runs': 21}, {'phase': 13, 'Li': 8495.606654843052, 'raw_start_index': 5802, 'raw_consumed': 7, 'summary_in_size': 5792, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 46.95177633694659, 'median_limit': 5791, 'cost_limit': 271859.41295497766, 'winner_processed_items': 5799, 'winner_raw_points_read': 7, 'winner_num_centers': 5791, 'winner_cost': 336.83493652707216, 'num_parallel_runs': 21}, {'phase': 14, 'Li': 12743.409982264577, 'raw_start_index': 5809, 'raw_consumed': 112, 'summary_in_size': 5791, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 70.42766450541987, 'median_limit': 5791, 'cost_limit': 407789.11943246645, 'winner_processed_items': 5903, 'winner_raw_points_read': 112, 'winner_num_centers': 5791, 'winner_cost': 6532.648902990199, 'num_parallel_runs': 21}, {'phase': 15, 'Li': 19115.114973396863, 'raw_start_index': 5921, 'raw_consumed': 1011, 'summary_in_size': 5791, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 105.64149675812979, 'median_limit': 5791, 'cost_limit': 611683.6791486996, 'winner_processed_items': 6802, 'winner_raw_points_read': 1011, 'winner_num_centers': 5791, 'winner_cost': 76847.893431439, 'num_parallel_runs': 21}, {'phase': 16, 'Li': 28672.672460095295, 'raw_start_index': 6932, 'raw_consumed': 3301, 'summary_in_size': 5791, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 158.46224513719469, 'median_limit': 5791, 'cost_limit': 917525.5187230494, 'winner_processed_items': 9092, 'winner_raw_points_read': 3301, 'winner_num_centers': 5791, 'winner_cost': 291463.35908566066, 'num_parallel_runs': 21}, {'phase': 17, 'Li': 43009.008690142946, 'raw_start_index': 10233, 'raw_consumed': 6643, 'summary_in_size': 5791, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 237.69336770579207, 'median_limit': 5791, 'cost_limit': 1376288.2780845743, 'winner_processed_items': 12434, 'winner_raw_points_read': 6643, 'winner_num_centers': 5791, 'winner_cost': 615907.5418385859, 'num_parallel_runs': 21}, {'phase': 18, 'Li': 64513.51303521442, 'raw_start_index': 16876, 'raw_consumed': 11289, 'summary_in_size': 5791, 'summary_out_size': 5791, 'chunk_size': 8192, 'facility_cost': 356.5400515586881, 'median_limit': 5791, 'cost_limit': 2064432.4171268614, 'winner_processed_items': 17080, 'winner_raw_points_read': 11289, 'winner_num_centers': 5791, 'winner_cost': 1063388.192740122, 'num_parallel_runs': 21}, {'phase': 19, 'Li': 96770.26955282163, 'raw_start_index': 28165, 'raw_consumed': 1835, 'summary_in_size': 5791, 'summary_out_size': 3304, 'chunk_size': 8192, 'facility_cost': 534.8100773380321, 'median_limit': 5791, 'cost_limit': 3096648.625690292, 'winner_processed_items': 7626, 'winner_raw_points_read': 1835, 'winner_num_centers': 3304, 'winner_cost': 548655.1095259684, 'num_parallel_runs': 21}]",30000.0,,,,,,,80.50233,16.0,687232.0,30000.0,1.0,0.26852,372.66,77.0,insertion-only,Kmeans_sweep
KMeans(sk),0.92012,1.0,3863544.5,25.0,blobs,,,,,,,,,,,,,,,,,,,,,98077662.0,,30000.0,,,,,,,205499.86128,16.0,3121600.0,30000.0,0.97637,0.0,0.14598,211.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.90885,1.77338,6851560.0,25.0,blobs,Ailon2009 tuned (no refinement),2510.75845,,,8192.0,1.0,3.0,,,,,,,,,,,48.0,,,114960843.0,,30000.0,,1.0,11.0,,,192.0,2986.66204,16.0,20736.0,30000.0,0.96151,77.33871,10.04465,211.0,insertion-only,Kmeans_sweep
