chunk_size,m_factor,runtime_sec_mean,runtime_sec_std,memory_mean,memory_std,cost_sse_mean,cost_sse_std,quality_mean,quality_std,summary_points_mean,summary_points_std,m_summary_mean,levels_used_mean,avg_update_ms_mean,avg_update_ms_std,points_seen_mean,ari_mean,nmi_mean,quality_norm,runtime_norm,memory_norm,tradeoff_score
4096,3.0,0.2440251667673389,0.040141397171059016,7392.0,0.0,22030.107911552663,342.72676562298466,0.6895458025950078,0.003123831973152699,84.0,0.0,42.0,2.0,65.72125557189186,11.913771458199113,10000.0,0.4678982150598838,0.6895458025950078,1.0,0.5515914056172131,0.2631578947368421,0.2963126749114862
