chunk_size,coreset_factor,repeat_factor,runtime_sec_mean,runtime_sec_std,memory_mean,memory_std,cost_sse_mean,cost_sse_std,quality_mean,quality_std,summary_size_mean,summary_size_std,avg_update_ms_mean,avg_update_ms_std,coreset_per_round_mean,repetitions_mean,ari_mean,nmi_mean
1024,1.0,0.75,1.63985180001085,0.13573623746924157,21090.666666666668,50.806823688686805,58461.231205461954,1625.0723762131806,0.7468119882803915,0.007968844067638517,239.66666666666666,0.5773502691896278,163.75648666871712,13.668982580033509,3.0,7.0,0.6039067357717998,0.7468119882803915
1024,1.0,1.0,1.5624117666545014,0.3115176601988105,21090.666666666668,50.806823688686805,53447.023134102725,5752.443014726966,0.7526906440277029,0.028178443026182203,239.66666666666666,0.5773502691896278,156.1698733343898,31.153389033433985,3.0,10.0,0.6010609539212809,0.7526906440277029
1024,1.0,1.5,2.134555133340958,0.7185309679687368,21120.0,0.0,58127.982948809426,7572.74194209829,0.7546203013120474,0.010586839458196412,240.0,0.0,213.36393000286384,71.95048716397274,3.0,14.0,0.5967753710608165,0.7546203013120474
1024,1.5,0.75,1.4497830333323993,0.4812778037329515,28130.666666666668,50.806823688687594,73299.14512115077,17357.80748762571,0.7260227775464415,0.06838223070338692,319.6666666666667,0.577350269189634,144.92764667278,48.147960377790696,4.0,7.0,0.5554896262859853,0.7260227775464415
1024,1.5,1.0,1.5605899000074714,0.134451802237277,28130.666666666668,50.806823688687594,57582.58720789683,5747.892865356259,0.7443162682421963,0.014976769201745331,319.6666666666667,0.577350269189634,155.9892533327608,13.440020404433655,4.0,10.0,0.5852115334395411,0.7443162682421963
1024,1.5,1.5,2.4356820333341602,0.46614984415162625,28160.0,0.0,59264.657222690854,11289.391630780481,0.7409130162084038,0.04544556653061524,320.0,0.0,243.50536000274587,46.60452414099788,4.0,14.0,0.5952867718526386,0.7409130162084038
1024,2.0,0.75,2.541883533325745,0.9964884612945378,35112.0,0.0,78900.50011484302,13026.577663339043,0.7121435763731089,0.06719092868594541,399.0,0.0,254.0563366637798,99.52750311711563,5.0,7.0,0.5595712488958816,0.7121435763731089
1024,2.0,1.0,2.3914650333366203,0.2108059861757692,35141.333333333336,50.806823688687594,60316.84582025118,10251.412394354691,0.739208113131952,0.009858771015185785,399.3333333333333,0.5773502691896216,239.05111333103073,21.120010433898504,5.0,10.0,0.6002247438917627,0.739208113131952
1024,2.0,1.5,4.640569699996074,2.235488681196877,35170.666666666664,50.806823688687594,79780.72318708274,23819.73135695137,0.7217549103313733,0.04583037600307997,399.6666666666667,0.5773502691896216,463.98162666882854,223.56143725323395,5.0,14.0,0.5422443914177957,0.7217549103313733
