seed,chunk_size,eps,c2,runtime_sec,memory,memory_mb,cost_sse,ari,nmi,quality,r,d,points_seen,avg_update_ms,state_bytes,cost_is_approx,stream_is_single_pass
1,64,0.3,4.0,1.8638343999627978,464.0,0.0004425048828125,1109.762335748048,1.0,1.0,1.0,6,6,200,461.19159989757463,464,False,False
2,64,0.3,4.0,0.11008820007555187,464.0,0.0004425048828125,1109.762335748048,1.0,1.0,1.0,6,6,200,24.436349980533123,464,False,False
1,64,0.3,8.0,0.10708429990336299,464.0,0.0004425048828125,1109.762335748048,1.0,1.0,1.0,6,6,200,23.63730000797659,464,False,False
2,64,0.3,8.0,0.11279450007714331,464.0,0.0004425048828125,1109.762335748048,1.0,1.0,1.0,6,6,200,24.747800023760647,464,False,False
1,64,0.6,4.0,0.11054249992594123,464.0,0.0004425048828125,1109.762335748048,1.0,1.0,1.0,6,6,200,25.001050089485943,464,False,False
2,64,0.6,4.0,0.10738240019418299,464.0,0.0004425048828125,1109.762335748048,1.0,1.0,1.0,6,6,200,23.530225036665797,464,False,False
1,64,0.6,8.0,0.10725770005956292,464.0,0.0004425048828125,1109.762335748048,1.0,1.0,1.0,6,6,200,23.22622499195859,464,False,False
2,64,0.6,8.0,0.11538139986805618,464.0,0.0004425048828125,1109.762335748048,1.0,1.0,1.0,6,6,200,26.005875028204173,464,False,False
