chunk_size,beta,gamma,runtime_sec_mean,runtime_sec_std,memory_mean,memory_std,cost_sse_mean,cost_sse_std,quality_mean,quality_std,num_phases_mean,final_summary_size_mean,final_lower_bound_mean,avg_update_ms_mean,avg_update_ms_std,points_seen_mean,ari_mean,nmi_mean,quality_norm,runtime_norm,memory_norm,tradeoff_score
4092,1.5,0.25,16.6765597666769,2.1377481787213917,216362.66666666666,2018.8921054215232,34079.598199139786,1567.4007871507315,0.7578961468520681,0.0034658515786473733,12.0,2458.6666666666665,52.66300545379656,1.6676559766676897,0.21377481787213914,10000.0,0.6188612031733377,0.7578961468520681,1.0,0.255498499228129,0.10540569819087849,0.40977395064524813
