m_factor,m_summary,runtime_sec_mean,runtime_sec_std,memory_mean,memory_std,cost_sse_mean,cost_sse_std,quality_mean,quality_std,ari_mean,ari_std,nmi_mean,nmi_std,summary_points_mean,summary_points_std,levels_used_mean,levels_used_std,avg_update_ms_mean,points_seen_mean
4.0,32,1.0040867666672664,0.22109757161893215,8448.0,0.0,169750.1478615128,3006.9888209424107,0.74904991030646,0.0031897297084290664,0.6090141124251526,0.0068321322533123775,0.74904991030646,0.0031897297084290664,96.0,0.0,3.0,0.0,71.94773589724672,50000.0
6.0,48,1.0040337000003394,0.05871919659927179,12672.0,0.0,168978.5387008419,519.4013665063522,0.7566417658754316,0.007538745520908601,0.6255103263455856,0.015939374517114798,0.7566417658754316,0.007538745520908601,144.0,0.0,3.0,0.0,73.3386230770124,50000.0
8.0,64,1.3181264999996831,0.07528134184412581,16896.0,0.0,167384.7313952663,283.90329706940923,0.7549267868764825,0.004284828879342006,0.6223779144440104,0.008721086225745635,0.7549267868764825,0.004284828879342006,192.0,0.0,3.0,0.0,97.10919487145311,50000.0
10.0,80,2.0829682666674976,0.3440330503287956,21120.0,0.0,168132.17118372166,273.6406092760879,0.751988541295395,0.007428736136747777,0.615812723273661,0.015998743578681023,0.751988541295395,0.007428736136747777,240.0,0.0,3.0,0.0,154.80714871778335,50000.0
12.0,96,1.6394034333328211,0.17296991480918944,25344.0,0.0,167493.2160231927,120.13422915938213,0.7558451343375401,0.0027035968514715902,0.6242486533114945,0.005783372934911007,0.7558451343375401,0.0027035968514715902,288.0,0.0,3.0,0.0,121.97611282075134,50000.0
